"responseid","startdate","enddate","agegroup","state","area","edu","race","income","marstatus","armedforces","lbgtq","howhear","howheartext","yeargrad","whyattend","everrun","everwon","officeran","soughtreceivedappointed","soughtappointedtext","activeparty","commuting","famcaring","volunteering","workinggov","workingeve","workingweekend","workingotherjob","constitserv","fundraising","polevents","occupation","employed","employedtext","employedlead","hhexpenses","children","childage","distance","whyseek","whynotseek","discrimclass","discrimgender","discrimsexorient","discrimrace","needraisemoney","negadvertising","campaigndiff","officediff","timefam","worklife","fearlose","privacy","loseincome","fearnotseriousvoters","fearnotseriouscolleagues","fearnotseriousparty","biggestchall","planrunfuture","whenplanrun","whathelpemerge","menopps","solves","exciting","certaintype","certaintypetext","openseat","multiseat","manyrun","endorsementincumb","endorsementother","nowomanheld","communitystruggle","appointment","n","white","ran","won","areas","breadwinner","plan","planrun","yearstorun","runyearsfromgrad","aggressivecand","aggressivelead","assertivecand","assertivelead","calmcand","calmlead","compassionatecand","compassionatelead","decisivecand","decisivelead","goodnegcand","goodneglead","honestcand","honestlead","indepcand","indeplead","knowledgecand","knowledgelead","leadabilitiescand","leadabilitieslead","nurturingcand","nurturinglead","sensitivecand","sensitivelead","aggressivediff","assertivediff","calmdiff","compassionatediff","decisivediff","goodnegdiff","honestdiff","indepdiff","knowledgediff","leadabilitiesdiff","nurturingdiff","sensitivediff","emergestate","reasons","_Irace_2","_Irace_3","_Irace_4","_Irace_5","_Irace_6","_Irace_7","_Irace_8","_Ilbgtq_2","_Ilbgtq_3","_Iarea_2","_Iarea_3","_Istate_2","_Istate_3","_Istate_4","_Istate_5","_Istate_6","_Istate_7","_Istate_8","_Istate_9","_Istate_10","_Istate_11","_Istate_12","_Istate_13","_Istate_14","_Istate_15","_Istate_16","_Istate_17","_Istate_18","_Istate_19","_Istate_20","_Istate_21","_Istate_22","_Istate_23","_Istate_24","_Imarstatus_2","_Imarstatus_3","_Imarstatus_4","_Imarstatus_5","_Imarstatus_6","_Imarstatus_7","rentown","_merge","office","sheriff","clerk","mayor","coroner","alderman","judge","council","da","board","freeholder","school","commission","congress","governor","party","legisl","citymisc","city","county","state.o","natl","offs","lvls","singlehh","job","inc","binincome","eth","activedem","educ","vet","renter","lgbt","kids","psychindex"
"R_sig2hhS7Goqc6B3","5/9/16 9:28","6/1/16 21:57",4,"Oregon","Urban",5,"White/Caucasian",9,"Married","No","No","Colleague","",2008,"Was considering running for office and wanted to learn more about it","No","","","No, I haven't sought appointive office","","No, not active",2,4,3,1,4,4,1,1,2,2,"Program Manager","Yes, full-time","","Yes, mid-level leadership or management",3,"Yes",8,4,"","Too busy with work and children, lack of women in leadership who have similar commitments, limited financial means - mostly, lack of confidence",0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,"","Yes","I haven't thought about it that much yet","Figuring out how to make the work/life/family balance",5,4,5,4,"Confident, strong self esteem, financially secure, understand how to make things happen, willing to make personal sacrifices",4,3,1,4,5,4,5,"Haven't sought",1,1,0,NA,3,1,"",NA,NA,NA,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,"Oregon",4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"White",0,0.5,0,0,0,1,0.375
"R_sjLv5hWzcj8uwO5","6/11/16 23:48","6/11/16 23:56",2,"Arizona","Suburban",8,"Other",5,"Divorced","No","No","Friend/Family","",2014,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","No","","","Yes, I sought an appointive office and received the appointment","Precinct committeeman","Yes, very active",4,3,2,4,2,2,1,1,3,3,"Attorney","Yes, full-time","","No",4,"Yes",7,9,"Improve my community, change policy, foster better education and opportunity for my children","",0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,"","Yes","2018","Fundraising",5,5,5,5,"",5,3,1,4,4,5,5,"Yes, received",1,0,0,NA,2,1,"2018",2018,2,4,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,"Arizona",5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0.5,3,"Other/Prefer Not to Say",3,0.875,0,1,0,1,0.4375
"R_sOnQNGoi35ewcSd","5/29/16 19:08","5/29/16 19:16",3,"Massachusetts","Suburban",6,"White/Caucasian",9,"Married","No","No","Convention/Event booth","",2013,"Had previously run for or held office and wanted to improve my next campaign","Yes","Yes","Planning Board, Board of Selectmen + various regional boards","Yes, I sought an appointive office and received the appointment","State and regional committees","Yes, somewhat active",4,4,4,4,4,4,4,3,2,2,"Consultant","Yes, full-time","","Yes, high-level leadership or management",3,"Yes",15,3,"To make an impact on improving the world around me.","",0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,"Work-life balance","Yes","2017","Fundraising and exposure.  Re-election to BOS in 2017, State Rep./Senator maybe in 2018.",2,2,4,3,"",5,3,3,5,4,3,3,"Yes, received",1,1,1,1,2,1,"2017",2017,1,4,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,"Massachusetts",3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"planning board, board of selectmen + various regional boards",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,1,1,5,"White",2,0.625,0,0,0,1,0.25
"R_sRNUw3SKpZiBo5z","5/12/16 17:46","5/12/16 17:55",1,"California","Urban",6,"Asian",6,"Single","No","No","Emerge alum","",2015,"Was considering running for office and wanted to learn more about it","No","","","No, I haven't sought appointive office","","No, not active",2,1,3,1,4,3,1,2,3,2,"Non-Profit Development","Yes, full-time","","Yes, mid-level leadership or management",4,"No",NA,5,"","I've just relocated (due to my job) to a new state - I need to get to know my community and constituents first.",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"","Yes","I haven't thought about it that much yet","Human capital.",4,5,5,4,"I believe that if you don't understand WHY you are running for office (not just running to run) then you will greatly struggle once you attain your position, and will struggle to move forward.",3,3,3,3,3,4,5,"Haven't sought",1,0,0,NA,3,1,"",NA,NA,NA,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,-1,1,0,0,0,0,1,"Arizona",4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0.625,3,"AAPI",0,0.625,0,1,0,0,0.125
"R_su6S5gmNDu0mjpD","5/7/16 4:47","5/7/16 18:17",5,"Maryland","Rural",6,"Hispanic/Latino",9,"Married","No","No","Friend/Family","",2015,"Had decided to run for office and wanted to learn tools and tricks of the trade","Yes","Yes","Democratic Central Committee","No, I haven't sought appointive office","","Yes, very active",2,4,4,1,2,1,1,1,3,3,"Business Consultant","No, retired","","",0,"Yes",38,8,"Want to serve","",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Fundraising","Yes","2018","Training on fundraising",5,5,3,5,"Strong, decisive, must have suit of armor.",5,4,1,5,5,5,5,"Haven't sought",1,0,1,1,1,NA,"2018",2018,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,1,"Maryland",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"democratic central committee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,0,1,1,0,0,1,5,"Latinx",3,0.625,0,0,0,1,0.0625
"R_SZrv4iBebxn42T7","6/11/16 20:57","6/11/16 21:16",4,"California","Urban",8,"White/Caucasian",9,"Married","No","No","Colleague","",2009,"Was considering running for office and wanted to learn more about it","Yes","Yes","City Councilmember, Mayor","Yes, I sought an appointive office and received the appointment","Community Action Partnership, Base Reuse Authority, Port Public Art Committee","Yes, a little active",2,2,2,4,4,4,1,3,2,2,"Mayor","Yes, full-time","","Yes, high-level leadership or management",2,"Yes",8,7,"I love my hometown. I had the experience, legal background and community background to win and make a difference once in office.","",0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,"Early on few people thought I should run. I was worried (needlessly it turned out) about raising enough early money.","Yes","2018","Fundraising. Endorsements. Campaign volunteers.",5,5,5,2,"",4,3,3,5,4,3,5,"Yes, received",1,1,1,1,3,0,"2018",2018,2,9,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"California",4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"city councilmember, mayor",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,1,0,1,1,5,"White",1,0.875,0,0,0,1,0.5625
"R_T89SxB6gjZNsMOB","5/27/16 6:12","5/27/16 6:21",3,"Arizona","Urban",6,"White/Caucasian",9,"Married","No","Yes","Emerge alum","",2015,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","No","","","No, I haven't sought appointive office","","Yes, very active",1,2,2,1,2,2,1,1,2,2,"Information Technology","Yes, full-time","","Yes, high-level leadership or management",1,"No",NA,1,"","No open positions. Stagnant system makes me wonder if it's worth it.",0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,"","Yes","2018","Unsure at this point.",5,4,5,3,"",5,3,3,4,4,3,4,"Haven't sought",1,1,0,NA,3,0,"2018",2018,2,3,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,"Arizona",5,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"White",3,0.625,0,0,1,0,0.3125
"R_TdeUDbgKNNrfhnz","5/6/16 20:46","5/6/16 20:56",4,"California","Rural",6,"White/Caucasian",9,"Single","No","No","Social media","",2013,"Had decided to run for office and wanted to learn tools and tricks of the trade","Yes","No","Congress, Supervisor","Yes, I sought an appointive office but didn't receive the appointment","Gov appointment","Yes, very active",3,2,3,3,3,2,1,3,3,3,"State government manager","Yes, full-time","","Yes, mid-level leadership or management",4,"Yes",21,6,"Public service, the need for good progressives in my area, finally had time to do so.","",0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"Time, fundraising needs, and Tea Party opposition.","Yes","2016","Already in a race that ends on June 7, 2016. A great help would be Emerge making endorsements and helping me advertise among Emerge alum and supporters.",5,4,5,3,"",3,3,2,4,4,4,5,"Yes, didn't receive",1,1,1,0,1,1,"2016",2016,0,3,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,-1,1,0,0,0,0,1,0,0,0,0,"California",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Own",3,"congress, supervisor",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,1,0,1,2,2,1,1,1,5,"White",3,0.625,0,0,0,1,0.3125
"R_tM1qirdVAz7Yeid","5/6/16 21:05","5/6/16 21:26",5,"New Mexico","Suburban",8,"White/Caucasian",9,"Divorced","No","No","Emerge organizer","",2010,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","Yes","Yes","State Representative","Yes, I sought an appointive office and received the appointment","Cabinet Secretary","Yes, very active",2,3,2,2,3,3,4,3,3,2,"Consultant","Yes, full-time","","Yes, high-level leadership or management",4,"Yes",25,5,"I progressively became more involved in politics, worked on Congressional campaign, served as State Director for Congresswoman and then my state representative retired and I was asked to run. The opportunity presented itself at a good time in m","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Staying organized and balancing the time to campaign with work and family.","Yes","2016","Network of support and ongoing training opportunities",5,4,5,3,"",5,3,2,4,4,4,5,"Yes, received",1,1,1,1,2,1,"2016",2016,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"New Mexico",5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Own",3,"state representative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,1,0,1,1,1,1,1,5,"White",3,0.875,0,0,0,1,0
"R_TtMt4qcgc1CwweJ","5/7/16 5:29","5/7/16 5:29",NA,"","",NA,"",NA,"","","","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,"Other/Prefer Not to Say",NA,NA,NA,NA,1,1,NA
"R_TtqW1c3WL86EPf3","6/11/16 21:37","8/2/16 16:38",3,"California","Suburban",6,"White/Caucasian",9,"Married","No","No","Friend/Family","",2015,"Was considering running for office and wanted to learn more about it","No","","","Yes, I sought an appointive office and received the appointment","2 Commission Appointments","Yes, a little active",4,3,3,3,2,2,1,1,1,2,"Public Policy Analyst","Yes, full-time","","No",2,"Yes",13,3,"To make a positive contribution.","",0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,"","Yes","2018","Not sure, I mostly need to nuisance my network.",5,4,4,4,"Dedication and persistence.",5,4,2,5,4,4,4,"Yes, received",1,1,0,NA,2,0,"2018",2018,2,3,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,-1,0,1,0,0,0,0,0,"California",4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"White",1,0.625,0,0,0,1,0.375
"R_Ttse5c4AGqdovmN","5/6/16 19:21","5/6/16 19:27",2,"New Jersey","Suburban",8,"White/Caucasian",9,"Married","No","No","Emerge organizer","",2015,"Had decided to run for office and wanted to learn tools and tricks of the trade","No","","","No, I haven't sought appointive office","","Yes, very active",2,3,4,2,2,2,1,1,2,3,"Attorney/lobbyist","Yes, full-time","","No",3,"Yes",4,1,"","Conflict with my job.",0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,"","Yes","2019","Political contributions.",5,4,5,3,"",5,1,1,5,4,4,4,"Haven't sought",1,1,0,NA,2,1,"2019",2019,3,4,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,-1,0,0,0,0,0,"New Jersey",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"White",3,0.875,0,0,0,1,0.25
"R_TuCWTqk4MRmWrVD","5/9/16 7:34","5/9/16 7:40",2,"Maryland","Suburban",6,"Other",5,"Single","No","No","Friend/Family","",2015,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","No","","","No, I haven't sought appointive office","","Yes, a little active",3,2,3,2,3,3,3,1,2,2,"Environmental Educator","Yes, full-time","","Yes, mid-level leadership or management",4,"No",NA,2,"","The next cycle hasn't started already and I am still building up my kitchen cabinet",0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,"","Yes","2020","I would think that quarterly webinars or even more important are in person trainings to help us with campaign questions",5,3,3,3,"",4,4,2,4,4,4,5,"Haven't sought",1,0,0,NA,2,1,"2020",2020,4,5,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"Maryland",5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0.5,3,"Other/Prefer Not to Say",1,0.625,0,1,0,0,0.3125
"R_Tvlxl8VMW1fcdpv","6/12/16 18:18","6/13/16 8:13",5,"Pennsylvania","Urban",6,"White/Caucasian",9,"Married","No","No","Emerge organizer","",2016,"Had previously run for or held office and wanted to improve my next campaign","Yes","Yes","Borough council and mayor","No, I haven't sought appointive office","","No, not active",1,1,3,2,4,4,3,4,4,2,"Business owner","Yes, part-time","","Yes, high-level leadership or management",1,"Yes",28,7,"Initially I was recruited! Now I find great satisfaction in serving as mayor, am term limited and want to continue serving - so I am running for state rep in a compact district that is my home.","",0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,"Currently running for state house: time management- I am currently mayor, business owner and candidate! Never enough time - challenge to balance and maintain personal health as well as get everything done!","Yes","2016","The board of emerge as well as emerge classmates are a great resource. Being able to call for probono professional advice is a huge help!!  /",5,5,5,5,"Confident!! Thick skinned! Practiced in the art of compromise. Strong ego. Strategic thinker. Good mental health - clear about what you want and how to get it without needlessly hurting other people.",NA,NA,NA,NA,NA,NA,NA,"Haven't sought",1,1,1,1,3,0,"2016",2016,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Pennsylvania",3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Own",3,"borough council and mayor",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,1,0,0,1,5,"White",0,0.625,0,0,0,1,0.4375
"R_tYwPdImOd1PPVbb","6/11/16 20:48","8/2/16 21:15",3,"Oregon","Urban",8,"Hispanic/Latino",9,"Married","No","No","Emerge alum","",2014,"Had decided to run for office and wanted to learn tools and tricks of the trade","No","","","Yes, I sought an appointive office and received the appointment","Portland Planning Commission & Or Attorney General Racial Profiling Task Force","Yes, somewhat active",2,4,4,2,4,4,1,2,2,2,"Immigration Attorney","Yes, full-time","","Yes, high-level leadership or management",4,"Yes",11,4,"As a Latina Mom Immigration Attorney Wife Advocate, I have a lot to contribute to our Country.   I am a former AUSA from Washington, D.C. I have served on various Commissions & Boards.   My voice is important for Immigrants and Latinos.   My hu","",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,"","Yes","2020","All the support necessary to run a campaign -- raising money, making calls, canvasing, etc.",5,5,5,3,"",5,5,5,5,5,5,5,"Yes, received",1,0,0,NA,3,1,"2020",2020,4,6,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,-1,0,0,0,0,-1,-1,-1,-1,0,"Oregon",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"Latinx",2,0.875,0,0,0,1,0.25
"R_u2o7DOHCttHhRMl","5/27/16 10:11","5/27/16 10:47",4,"Kentucky","Suburban",5,"African American",7,"Married","No","No","Friend/Family","",2010,"Had previously run for or held office and wanted to improve my next campaign","Yes","Yes","City Council & Mayor","Yes, I sought an appointive office and received the appointment","City Commissioner","Yes, very active",2,4,3,2,2,2,2,2,2,2,"Self employed","Yes, part-time","","Yes, mid-level leadership or management",1,"Yes",28,5,"I care about the community in which I live and the future of our Nation! I am a strong leader and enjoy being a voice for the people, to ensure equal opportunities for everyone.","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"My last race was for Mayor of the City of Radcliff,  The biggest challenge for me was that the Democratic Party did not support me,  that was why I attended Emerge to be better prepared and ready with the party help or not. I planned to run for","Yes","2019","Just watching Emerge encourage Women across the State to be successful is a lot, because I have had the opportunity to attend Emerge I am a ready candidate and with the encouragement of Emerge will be successful!",1,5,5,1,"",3,3,3,3,3,3,5,"Yes, received",1,0,1,1,2,0,"2019",2019,3,9,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"Kentucky",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"city council & mayor",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,1,0,0,0.75,4,"Black",3,0.5,0,0,0,1,0.1875
"R_Ua5IFjtw5hDIpbj","6/5/16 6:28","6/5/16 6:39",3,"Virginia","Urban",5,"Hispanic/Latino",7,"Divorced","No","No","Friend/Family","",2016,"Was considering running for office and wanted to learn more about it","No","","","No, I haven't sought appointive office","","Yes, somewhat active",2,2,4,1,4,4,1,2,4,2,"CEO of a nonprofit","Yes, full-time","","Yes, high-level leadership or management",4,"Yes",22,8,"","I am not ready.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","Yes","2018","Economic and technical support, specifically on campaign management",4,4,5,5,"You have to have a strong personality to be able to deal with criticism and failure. You have to have the ability to multitask and successfully work at many fronts.",5,5,4,5,5,5,5,"Haven't sought",1,0,0,NA,3,1,"2018",2018,2,2,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,-1,0,0,0,0,0,-1,0,0,0,0,0,"Virginia",4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0.75,4,"Latinx",2,0.5,0,1,0,1,0.0625
"R_UfkqvqJ0GmlZoAh","5/6/16 20:34","5/6/16 20:43",2,"Wisconsin","Suburban",6,"White/Caucasian",9,"Married","No","No","Friend/Family","",2015,"Had decided to run for office and wanted to learn tools and tricks of the trade","Yes","Yes","Village board & alder","Yes, I sought an appointive office and received the appointment","Affirmative action commission","Yes, very active",2,3,2,1,1,1,1,1,1,2,"Project manager","Yes, full-time","","Yes, high-level leadership or management",2,"Yes",0,2,"Serve the American public","",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,"Numerous candidates","Yes","2017","Refresher and networking sessions",5,5,5,2,"",4,4,3,5,5,4,5,"Yes, received",1,1,1,1,2,0,"2017",2017,1,2,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Wisconsin",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"Own",3,"village board & alder",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,2,2,0,1,1,5,"White",3,0.625,0,0,0,1,0.25
"R_UioFLNeqEJUfD5n","7/22/16 6:52","7/26/16 13:17",2,"Wisconsin","Urban",6,"White/Caucasian",5,"Divorced","No","No","Email announcement","",2008,"Had decided to run for office and wanted to learn tools and tricks of the trade","Yes","Yes","School Board, Alderwoman","No, I haven't sought appointive office","","Yes, somewhat active",2,4,2,1,2,2,1,1,2,2,"Nonprofit manager","Yes, full-time","","Yes, mid-level leadership or management",3,"Yes",5,5,"It's hard to be brief! It's what I have always felt called to do, and other people have asked me to serve. I loved being elected, I love campaigning. Solving big public problems is the best work I've ever had.","",0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,"I ran against a very well-funded incumbent in my second race, but my biggest challenge was that labor lined up with him even though he hasn't been a consistent ally. Even women's groups didn't do all they could, including some of my Emerge sist","Yes","I haven't thought about it that much yet","It will be a decision between my fiancí© and our kids, if the time is right. Not Emerge influenced at this point in my career.",4,5,5,5,"Driven, detail-oriented, willing to take risks, thick skinned.",5,5,2,5,2,3,5,"Haven't sought",1,1,1,1,3,1,"",NA,NA,NA,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,"Wisconsin",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Rent",3,"school board, alderwoman",NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,0,0,3,2,1,1,0.5,3,"White",2,0.625,0,1,0,1,0.25
